Route ID,Checkpoints,Total Distance (Kms),Avg Time Taken (Hrs)
b2db382f-e04b-469e-ab4d-032ae2ef2f33,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",555,377.3
beb263f0-a806-4bde-ab37-de1e8a67824f,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",992,407.6
929b32b4-b866-4035-b1b9-1d7e75cb1350,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",347,719.3
d8e236bd-60db-436d-b1b6-664086a62cd6,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",423,607.9
6fd951bf-463b-47b8-bf46-285c9cf8b141,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",616,126.1
759c1637-cc6d-4da2-b1fa-6372c67d662c,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",399,599.6
002bdb1c-5da9-4003-9b7f-713684a99943,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",402,134.9
cb1d054d-2aea-4049-9f1d-e0ef83196d6c,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",304,582.4
24592fd8-1d75-46d8-9083-faf21c79add1,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",696,160
5f082786-ea07-4bd0-ad80-303d86b0a926,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",362,503.2
1a251fb6-a9b6-4b92-9775-ee08f6886b16,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",429,435.9
429b576a-0c12-46e7-97a7-fc245f5e18e1,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",418,133.8
078c73b6-2f59-47e4-b21b-11da31708291,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",258,729.7
d1232fd9-452a-4500-ae9d-edc2a85d8dc8,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",403,89.7
10c7df8d-febf-4ad4-90f8-55209baf7744,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",961,170.6
6dc2b4e8-fc48-4c2d-87d2-6ee29f1da2a1,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",335,395.1
01f965d7-f8ef-4b20-891e-2d37ead93aa6,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",300,639.1
ca71b2bb-b690-493f-93f0-3a796dba1514,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",744,595.3
d01a60f1-16e8-4d5c-8f3d-f9452140af9d,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",755,520.3
b6334f8b-49d6-462e-9f23-a99381815a8e,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",452,120.6
d4ca38aa-c3cb-4cb0-8751-f83e08496b9f,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",857,456.8
0e639634-0d66-4509-857c-b732d5de38fb,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",321,178.6
ec4f094b-4590-4aa0-9fa1-28a726424c17,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",921,495.2
e8fd16ad-2636-4aad-b2b9-cc452d671d5e,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",897,548
630e1a0e-dc25-4c8f-b6b4-c2ba3c053e3b,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",470,107.8
35a69831-7038-4158-b8d2-8fff706ba665,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",580,549.1
0cea5284-b697-40e4-9711-adefb81d3f3c,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",917,717.8
39472037-141a-4c8a-936e-68fe1706c307,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",669,462.3
8e88291c-0f2b-46a7-afd2-359d86d613bd,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",266,550.8
570f71f3-d582-4ad7-9d64-5dd48831a779,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",319,255.6
61e8e546-a0e5-4d2a-9cf5-29a0fb72e8c1,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",557,555.1
4af38a85-9e66-4d78-8665-b8867124771d,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",345,449
0b23f6d0-53d3-4c13-9a94-1fd86249e488,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",520,120.8
f3e11837-0409-42b2-846d-e894b5fc136c,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",766,267
548e5ec5-5da0-4897-8256-1e06f6ab91d6,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",640,544.3
7e05fa6c-0de8-4dc0-a739-d6f22703ef7d,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",499,400.1
dbc92da2-aaca-4c2d-a81a-304c345593d8,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",586,253.2
b969009c-d4c8-45f8-81fc-eeffe199614f,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",336,239.4
7d44c8f6-7f4e-4e21-a809-e3fd6c16bc71,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",692,300.7
634afa3f-ceb3-4506-a7c8-6d06fc079699,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",765,617
1448ec83-f35d-40bf-a828-350b4669485b,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",977,687.6
09aca629-7918-4ce3-8a4d-5f38a9ec9cd8,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",630,494.3
cf368691-6936-479b-9382-bf072673f016,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",772,704.8
ee38ce77-c6a3-4454-b255-e2381a3e822d,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",724,302.8
5c540419-dd49-4c79-8c25-d1fbc0d84af9,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",848,63.3
ec87a966-849b-472e-b817-d6b1b43f58e6,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",693,189.5
2078c6b3-d563-4277-94f4-2d181888800f,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",678,63.1
22cf4182-3d28-434a-86fd-6680c9d91e4f,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",991,90.2
363e2e14-ac89-487e-8e03-1a71fda78ced,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",253,675.6
aba71dc9-31fd-4a49-acb2-4b2a5f2645fc,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",612,743.3
a69a4c74-1275-4e9d-9c2f-a748d2c4dadc,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",971,46
76e02d43-a701-426b-bf62-fdfd6f9ea713,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",939,540.7
402947eb-9972-4fd8-9adf-d2839547e3c1,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",607,746.3
2c0e11c2-8684-4270-b1c3-f4bad6375fd8,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",325,643.4
cd22b968-1ffa-40dc-b565-265a430dc889,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",333,341.1
fe7184c0-9ad4-496c-a6c7-4cc75196a3f3,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",763,721.7
f4a69fb2-f17b-46cc-9b29-77de83584414,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",943,25.1
7d4615ca-9160-49f7-8c10-84f433bd523d,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",515,563.4
29107ec3-1fbe-4eba-8ac2-ac8a06a6f710,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",502,290
deb8856a-bf5d-4bec-803d-1c22c64ddf41,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",859,475.7
9086b8ec-7e11-4e49-9389-f57b87665a57,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",414,290.6
730b3399-a614-4bdd-8cad-428b88b71267,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",456,283
5af729f5-2011-40bc-ace9-c552592d9171,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",395,311
54f05721-1da2-40a1-a4ca-ba332d491705,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",621,475.4
5fc3353c-3ec0-44d0-b629-374dd69b6d49,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",928,680.2
2efc32f4-5f00-47c8-aeab-650d43c874a1,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",709,193.4
f6ed3c09-c43c-4672-8613-b5cc36012bae,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",384,231.6
6d7ea9b0-8b41-479e-b46c-5dfac7abf95f,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",885,632.2
0aee433e-d3ee-42cb-bb95-785027874546,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",969,328.3
16e033dc-6976-4e08-ad95-e45b94040348,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",510,69.7
e6c1a625-691d-42d4-bf7f-0fc311b099e5,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",626,33
7ab193f3-b3e6-45da-ae56-15b885c3bddc,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",952,293.9
155c43c6-d7e3-4508-9a9c-22a14f194c61,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",341,640.4
f422d62d-03bf-4d5d-a40c-d66cff784a87,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",531,370.9
07f5047e-e2ce-424d-aea0-b8759d9c0d47,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",262,746
1d5ed367-1ab2-4d89-ab96-84e09c6e0390,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",555,564.9
f1924bb6-fb38-4309-8989-7fcfdfb3d463,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",339,559.1
ea1650e0-32df-4425-a113-628df47c1009,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",414,396
256ad466-34d3-4078-8203-ef45967ca1f5,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",816,594.7
348af8c9-7e86-4282-a536-6cbccf125f56,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",626,485.4
414fa7ee-125d-4568-91fb-1f482cbd53f8,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",649,736.3
ea45adf0-75d2-4394-95e0-76f127c0a64d,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",552,552.9
db4a7d1b-b480-4fc5-ae3f-fccaec3089c1,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",423,722
cadf1361-d374-421c-8f74-e257be791e38,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",791,331
fe2e159e-d273-49e4-a0ad-a3c298bae258,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",579,347.4
768ad3aa-52b3-4ed5-88e5-363d624808c3,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",721,75.9
8871bc19-91c6-432c-bf02-2acf38d3dc05,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",529,183.5
9ff5119b-b6fc-4070-bf05-c09245007486,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",328,472.2
e70e5c60-66e8-4409-b100-b0a8d6b479d0,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",369,257
c37a40f7-38c1-41d3-9772-7c4e04d96997,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",461,304.7
93996ecf-ce4f-4dd9-8273-3c59246f7ad2,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",886,61
1aff9989-8b09-4be6-93d4-08c4e77ec248,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",303,709.1
1815bd4b-d5ff-423f-a62d-1571f81487df,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",493,350.7
15e32549-b7e5-4ed8-8a49-9c960bbe8fb9,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",806,329.5
8043d06f-b226-4ea0-9bd5-7e30264dd1c1,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",814,702.8
77c938c1-5595-45c6-aa03-87d936838b5c,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",763,143.3
c7e5f146-f470-4f40-b351-e048e6c8cbdb,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",357,385.9
9831bf21-ea6f-47e8-846c-3fd81e2e4ac4,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",737,543.6
1f75a441-02ce-4d39-bec6-61edddc84626,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",851,98.4
5fcbcc00-efe3-434d-bded-5aedb8605fb8,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",280,158.2
5cbf1741-16c1-4bbb-97e4-5991a10ff2e6,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",960,505.2
ed6ee595-e300-47f5-ab4c-004dd0f8ad63,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",938,553.3
66ce1b59-a01f-4c8b-92c0-ac5e3a9436ba,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",965,404.6
5a84e674-7188-4686-aaae-49b2fc589928,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",987,436.8
daeb2453-c266-4519-a801-f657ca42250a,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",266,555.6
6d847053-acc8-4638-8dee-0f28336b4c83,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",804,214.1
c5fc11ed-e391-4fe6-93b8-f2e575fb42ef,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",564,349.4
f338d4d0-a942-4ef9-8aae-332e539d9c78,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",458,704.4
b6c53cee-a586-4944-8f8d-ad62658e29cd,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",754,272.4
9a5e4a7f-749e-4c73-ad44-cb3480416908,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",620,129.9
b15706cd-c699-47a5-9cf6-5c68020d66f1,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",726,291.9
680d3166-05cf-4aa3-967e-84137319babf,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",373,603.7
7b6fad32-3fed-46c0-8b30-23359cca4242,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",437,606.5
ee84bf96-9c89-4a7d-984a-deba633cba98,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",532,181.7
0aab5249-6bea-4adc-a8dd-fc27d3597737,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",862,416.3
13022734-59a2-4ef9-9d25-036ab056af03,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",872,82.7
176318ea-c078-4a4b-a28a-fbfb6989546d,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",903,458
eed0fd70-2a06-402c-8432-aaeae67fa82c,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",903,132.9
73def82f-4875-4ba2-9ad4-6a4d85764c66,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",729,477.4
8382fec1-806c-4f26-a857-365e301c9ba7,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",878,326.8
0ae4aba6-9f7c-4388-8f6d-ba851d42068d,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",377,488.6
4e8670f2-2211-4154-817b-d2c8907109b2,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",640,458.3
d77c1b93-cdc1-4284-b32b-8a0c78de8d87,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",366,650.1
e2130891-f473-4236-92d4-ca42eba816b7,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",623,456.3
37c51ed8-1549-493f-b733-849057e0892b,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",415,100.1
b106e0db-7ff4-42ac-af41-97c1f16bc496,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",692,444
8a381ef1-245a-4a8a-a534-7edf3fec7903,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",434,230.7
c567b2a1-eaba-4e56-a35b-836767945eb3,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",552,265.4
05b1b0a7-ce4a-4b35-afa1-4e6c16b91855,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",442,678.1
e38fd8ef-4078-4dff-a5d3-10cc0a0074d9,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",900,162.6
b3adc8b2-c28d-4af6-92c3-0ba75a828e34,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",343,50.8
7b097ebf-b4f5-4234-8f4b-4761fbc09f84,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",298,697.2
01bf0990-8586-498f-ae16-3c56025137f3,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",419,612.2
fc768213-961e-403c-af42-d6e16ae6a6ef,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",421,443.9
e0bf150f-4f27-41b7-a9e0-057fc1225a4e,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",343,201.5
bdc68a5e-6cee-4a00-a396-2a0ac545103e,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",703,718.2
07133bbf-c632-4354-9fca-1e31d7ba7430,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",595,649.3
6bb4df86-03e0-415d-ba01-6c89ccaafeb7,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",827,280.6
80f2f6a5-c31f-4689-91a9-d3ce845246fa,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",544,98.9
28e68c67-60a7-4480-98f9-32b072c895a8,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",282,657.8
b4683840-99e6-405e-9c86-ac4fc6e1a656,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",510,279
ae667f4a-294e-41d9-9976-d838c8813031,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",770,695.1
51be7e38-408e-4097-a11e-e96ee74ccb2b,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",589,188.1
2ab9f4ec-1afd-4040-bef7-b10138c1fc72,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",354,304.3
5239ea64-ece8-4d85-81cf-25c186c6dcee,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",566,735.7
1aa1a13a-da12-4f35-9619-c2b8cb519b4d,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",931,210.3
45564dd8-6713-4ae6-ba9b-7712726422f1,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",397,704.5
843c4776-b76f-4dde-90f9-1f61175cd320,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",252,329.7
53fbe9ff-4a02-449e-b41b-b112d7815c11,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",699,698.4
d9416c75-273e-4903-b772-46b10f1a8ee5,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",483,304.4
8496c45f-80e7-4e79-826f-3adb4b94f22f,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",513,685.8
76b9c186-50c0-43d9-bff9-45bbc4dbb776,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",690,396.6
2cc825c6-54e5-4fe5-b8b2-940c41019979,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",992,319.9
3027bcc7-46d8-4f7c-815d-7caf0e93f5f9,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",590,53.1
047c9473-2ba1-48fa-b3ec-4a6d5a215664,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",395,95.8
95c61b4f-a3de-4647-adb3-315f2cd06178,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",615,617.4
571e20d8-4c5b-46d0-b090-edd8fd0df316,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",887,518.3
696f0db8-3158-47db-bf41-93d7bcad216c,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",581,726
e9cf21a9-5f63-4369-88b0-31d2ed8f5772,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",281,175.1
df5ca335-881e-4f58-9660-e6c37e3037ff,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",653,486.2
8cbd2be7-2e24-4911-a57d-65257de9ccb1,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",749,521.5
4e10386c-701f-4643-b4e6-a5fb4ccfd532,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",716,567.5
d9a78f00-add2-4430-a33e-0d936705a910,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",512,749.2
eae43aeb-a687-4312-86cf-032f1ac8168f,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",823,630.7
3080f50f-d9f6-4d30-a4d3-d9940eda8107,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",812,286.1
e15da38e-365b-4b7e-a224-d169801f8fa0,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",382,602.8
26a1dd41-b746-470a-a4c3-74ad86eb7585,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",704,552.2
10fbb24a-0e09-446b-b589-d2ad42a3a2dd,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",778,457.7
5da2269d-ec40-41b5-be47-9a6f253a3c58,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",620,586.4
d036e5c5-299c-4afa-b334-63de9156e6c3,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",1000,738.5
6a7f6481-dfbd-459e-ba00-35bb8a4b71c1,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",559,698.7
972e5eb4-d1c7-4baa-aab5-2f039cc20dc0,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",950,295.4
f36ae973-4898-437d-9536-d6fe6a459623,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",864,65.9
ee7fe48b-8d91-4636-b04e-32227a9ca4b4,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",775,329.4
71b2d62c-16e5-4655-a0a0-32efd9db3422,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",264,101.8
9db080be-5eee-4e30-ada2-74a2dbe510dc,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",920,68.3
d1b90227-f46d-4a6a-9389-fe097619720d,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",432,731
62b43e76-5f41-4c8e-bae0-9554ac951f32,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",869,654.5
06d6bcea-d6eb-4a2f-a2dc-271863217f48,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",406,635.5
345b0cf2-4f9d-4e39-856f-da342c41f17c,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",522,498
d1b0d2e3-c9bc-45c0-9ae0-c7239942451d,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",704,147.3
343898f8-6b82-4bbf-b3a4-dfd88bc1660c,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",615,204.1
a7bbfe5b-3a10-4dd6-a866-06067f9bb9b8,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",850,520.4
c925119f-c2fa-488b-9f1f-7c75acc83a49,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",354,732.8
f7da0e2c-34b4-4a37-a7ec-8f16057a44e2,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",657,273.1
61250c91-c388-496b-a093-b4b7983d04cb,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",321,731.3
23d8c8c7-1f6e-4906-a59a-9254a856d7e7,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",622,87.7
970b12fe-6474-425d-a2f3-46f589694a81,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",765,602.2
0899ee8d-f332-4312-bced-103370d79f9e,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",577,108.5
1434b99f-0272-491d-9eeb-da08b0b01d14,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",736,486.8
cb267d28-6075-4e96-a67b-1c413ad4c32c,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",984,605.2
3e3656d5-7203-4e00-a2a5-ffe07c58158a,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",493,117.4
29025c63-31d5-4b9b-9518-cf35bce5d936,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",854,438.1
6acf50b7-5c87-464f-9a6b-c670cd05deaf,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",872,597.8
3a36d952-31e7-405a-bafe-fc2e0ee7c0c2,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",425,435.6
6e3001ba-16b5-4e35-b7af-6b08296db06f,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",395,687.2
6b63643a-8a37-463c-9180-a91e2b6e4f8c,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",350,490.5
8d895c9f-6f2d-410e-98d1-181332ed1071,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",595,38.7
e94ab764-b0dc-40c9-887a-f0f12e3656d8,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",660,666.6
450ed3a4-1d64-4001-a83f-09326fdd9746,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",295,635.7
ab1dd9df-1756-4903-89df-e7f0b17537a1,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",575,580.9
765b1b3a-0247-4dc8-a3a9-e0c13942fd2b,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",493,385.2
6271dc43-43d8-4ee6-8007-0ea8cdbe08af,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",919,170.6
1be13b58-7461-4623-8a5b-153e14d0bbb6,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",584,301.1
de9efc88-968a-4d9f-8875-5b746003dfb8,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",889,393.9
0373d5fb-bd09-49b3-a19f-3898a1f379f4,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",997,230.9
325452a1-f0fe-4206-890b-0e93cbbbe69a,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",880,703.8
05f18499-a782-4293-a7cc-7a992c92e110,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",345,434.4
317456ce-cb11-4e6e-8a8f-5ba31f1a1a02,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",499,472.5
bbd4f519-34bc-4144-9510-8de0e2276aa0,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",365,628.4
5968f71e-a859-44c7-ba87-5deab503229f,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",323,295.6
2074bd9c-f677-4492-8aa7-9474d903e46b,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",984,99
2b7a17f9-6817-4740-86e0-0fd7af5f304f,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",765,302.8
